date,location,category,title,source_url
10/10/2025,"Chicago, IL","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen",Video: Arrest of Hoffman Estates teen by ICE sparks outrage - Chicago Tribune(opens in a new tab),https://www.chicagotribune.com/2025/10/16/hoffman-estates-teen-arrested-federal-investigation/
10/10/2025,"Chicago, IL","Concerning Use of Force, Concerning Arrest/Detention","Women arrested by ICE in front of Chicago elementary school, accused of stalking agents - CBS Chicago(opens in a new tab)",https://www.cbsnews.com/chicago/news/women-arrested-ice-agents-west-side/
10/08/2025,"Fresno, CA",Concerning Arrest/Detention,‘It’s like a nightmare.’ ICE now detains immigrants attending permanent resident appointments in Fresno - Fresnoland(opens in a new tab),https://fresnoland.org/2025/10/27/ice-detains-immigrants-attending-permanent-resident-appointments-in-fresno/
10/07/2025,"Fresno, CA",Concerning Arrest/Detention,‘It’s like a nightmare.’ ICE now detains immigrants attending permanent resident appointments in Fresno - Fresnoland(opens in a new tab),https://fresnoland.org/2025/10/27/ice-detains-immigrants-attending-permanent-resident-appointments-in-fresno/
10/07/2025,"Dallas, TX",Concerning Arrest/Detention,A DACA recipient objected to ICE’s detention of a community member. He’s now facing deportation | CNN(opens in a new tab),https://www.cnn.com/2025/10/28/us/texas-daca-recipient-ice-deportation
10/07/2025,"Forest Park, IL","Concerning Use of Force, U.S. Citizen, Concerning Arrest/Detention",ICE agents clash with cemetery workers attempting to help man in river - WGN9 Chicago(opens in a new tab),https://www.wfla.com/news/national/ice-agents-clash-with-cemetery-workers-attempting-to-help-man-in-river/
10/06/2025,"Waukegan, IL","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen",The U.S. citizens getting caught in Trump’s immigration crackdown - The Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/12/07/trump-immigration-citizens-ice-arrests/
10/06/2025,"Waukegan, IL","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen",Waukegan mayor intervenes as U.S. citizen detained by Border Patrol agents near city hall - CBS News(opens in a new tab),https://www.cbsnews.com/chicago/news/waukegan-mayor-intervenes-woman-detained-by-border-patrol-agents/
10/05/2025,"Portland, OR","Concerning Use of Force, U.S. Citizen",Documents Allege a Federal Agent at Portland ICE Threatened to Shoot an Ambulance Driver - Willamette Week(opens in a new tab),https://www.wweek.com/news/2025/10/12/documents-allege-a-federal-agent-at-portland-ice-threatened-to-shoot-an-ambulance-driver/
10/04/2025,"Chicago, IL",Concerning Use of Force,"How Trump's Chicago Immigration Crackdown Escalated, in 10 Videos - The New York Times(opens in a new tab)",https://www.nytimes.com/2025/10/12/us/chicago-immigration-crackdown-videos.html
10/04/2025,"Los Angeles, CA","Concerning Use of Force, Arrest/Detention","ICE Agents Rip Clothes Off Woman During Arrest, Video Shows - Newsweek(opens in a new tab)",https://www.newsweek.com/ice-agents-rip-clothes-off-woman-during-arrest-video-shows-10837930
10/04/2025,"Portland, OR","Concerning Use of Force, U.S. Citizen",Federal agents knock down elderly couple during Portland protest - oregonlive.com(opens in a new tab),https://www.oregonlive.com/politics/2025/10/federal-agents-knock-down-elderly-couple-during-portland-protest.html
10/04/2025,"Brighton Park, IL",Concerning Use of Force,"ICE and Border Patrol's use of tear gas injures, sickens and tests the law - The Washington Post(opens in a new tab)",https://www.washingtonpost.com/immigration/2025/11/01/dhs-ice-border-patrol-chicago-tear-gas/
10/03/2025,"Hillsboro, OR",Concerning Use of Force,"ICE in Oregon: Pointing rifles at family, stopping teens at gunpoint, pinning man during arrest - The Oregonian(opens in a new tab)",https://www.oregonlive.com/politics/2025/10/ice-in-oregon-pointing-rifles-at-family-stopping-minors-at-gunpoint-laying-on-top-of-man-during-arrest.html
10/03/2025,"Chicago, IL","U.S. Citizen, Enforcement Action at a Sensitive Location. Concerning Arrest/Detention",Chicago immigration: Ald. Fuentes says agents handcuffed her in Humboldt Park; Pritzker calls for South Shore raid investigation - ABC7 Chicago(opens in a new tab),https://abc7chicago.com/post/chicago-immigration-news-aldermen-speak-militarized-enforcement-humboldt-park-area/17931599/
10/03/2025,"Broadview, IL",Concerning Use of Force,"How Trump's Chicago Immigration Crackdown Escalated, in 10 Videos - The New York Times(opens in a new tab)",https://www.nytimes.com/2025/10/12/us/chicago-immigration-crackdown-videos.html
10/03/2025,"Chicago, IL",Concerning Use of Force,"ICE and Border Patrol's use of tear gas injures, sickens and tests the law - The Washington Post(opens in a new tab)",https://www.washingtonpost.com/immigration/2025/11/01/dhs-ice-border-patrol-chicago-tear-gas/
10/02/2025,"Portland, OR","Concerning Use of Force, U.S. Citizen","Federal officer blasts chemical spray into vocal but nonviolent Portland protester, video shows - oregonlive.com(opens in a new tab)",https://www.oregonlive.com/crime/2025/10/federal-officer-blasts-chemical-spray-into-vocal-but-nonviolent-portland-protester-video-shows.html
10/02/2025,"Portland, OR","U.S. Citizen, Concerning Arrest/Detention",ICE arrests US citizen in Oregon. Attorney decries 'illegal abduction' - The Oregonian(opens in a new tab),https://www.oregonlive.com/politics/2025/10/ice-arrests-us-citizen-in-oregon-attorney-decries-illegal-abduction.html
09/30/2025,"Chicago, IL","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen","After Midnight Raid on Chicago Apartment Building, No One Was Charged With a Crime — ProPublica(opens in a new tab)",https://www.propublica.org/article/chicago-venezuela-immigration-ice-fbi-raids-no-criminal-charges
09/29/2025,"Taylorsville, UT","Concerning Arrest/Detention, Concerning Use of Force",Deaf man files federal lawsuit following ICE incident in Taylorsville - FOX 13(opens in a new tab),https://www.fox13now.com/news/local-news/northern-utah/deaf-man-files-federal-lawsuit-following-ice-incident-in-taylorsville
09/28/2025,"San Diego, CA",Concerning Arrest/Detention,ICE detains parents of U.S. Marine in San Diego; father later deported - NBC 7(opens in a new tab),https://www.nbcsandiego.com/news/local/ice-detains-parents-of-marine-san-diego/3914030/
09/28/2025,"Portland, OR",Concerning Use of Force,Hundreds protest at ICE building after Trump’s announcement of troop deployment to Portland - OPB(opens in a new tab),https://www.opb.org/article/2025/09/28/hundreds-protest-portland-ice-trump-deployment/
09/28/2025,"Chicago, IL",Concerning Arrest/Detention,"Mother and children detained in Millennium Park released from ICE custody, father flown to Texas detention center: 'We're praying for a miracle' - Chicago Tribune(opens in a new tab)",https://www.chicagotribune.com/2025/10/02/millennium-park-arrest-ice-released/
09/28/2025,"Chicago, IL","Concerning Use of Force, U.S. Citizen",Video of agents pushing 70-year-old veteran sparks outrage – NBC Chicago(opens in a new tab),https://www.nbcchicago.com/news/local/video-federal-agents-protester-arrest-sparks-outrage-broadview-ice/3832890/
09/28/2025,"Chicago, IL","U.S. Citizen, Concerning Use of Force",Pepper ball fired at CBS Chicago reporter part of incidents involving media outside Broadview ICE facility - CBS Chicago(opens in a new tab),https://www.cbsnews.com/chicago/news/incidents-involving-media-outside-broadview-ice-facility/
09/27/2025,"Broadview, IL","Concerning Use of Force, U.S. Citizen","Photographer shot with pepper balls at Illinois ICE facility, camera damaged - U.S. Press Freedom Tracker(opens in a new tab)",https://pressfreedomtracker.us/all-incidents/photographer-shot-with-pepper-balls-at-illinois-ice-facility-camera-damaged/
09/26/2025,"Chicago, IL","Concerning Use of Force, U.S. Citizen",ICE fires baton rounds at protesters in Broadview(opens in a new tab),https://www.chicagotribune.com/2025/09/26/ice-baton-rounds-tear-gas-chicago/
09/26/2025,"Los Angeles, CA",Concerning Arrest/Detention,California Green-Card Applicant Detained by ICE at Appointment - Newsweek(opens in a new tab),https://www.newsweek.com/california-green-card-applicant-detained-by-ice-at-appointment-11194931
09/26/2025,"Chicago, IL","Concerning Use of Force, U.S. Citizen","Journalist shot in head, face with pepper balls at Illinois immigration facility - U.S. Press Freedom Tracker(opens in a new tab)",https://pressfreedomtracker.us/all-incidents/journalist-shot-in-head-face-with-pepper-balls-at-illinois-immigration-facility/
09/25/2025,"Washington, DC","Enforcement Action at a Sensitive Location, Concerning Arrest/Detention","Bowser pressed on D.C. police, immigration enforcement in tense meeting - The Washington Post(opens in a new tab)",https://www.washingtonpost.com/dc-md-va/2025/10/17/bowser-mpd-ice-immigration-enforcement/
09/25/2025,"New York City, NY","Concerning Use of Force, Enforcement Action at a Sensitive Location",U.S. Agent Pushes Woman to Floor in Immigration Courthouse Confrontation - The New York Times(opens in a new tab),https://www.nytimes.com/2025/09/25/nyregion/ice-push-woman-nyc.html
09/24/2025,"Alamosa, CO","Enforcement Action at a Sensitive Location, Concerning Use of Force, Concerning Arrest/Detention","“There’s a baby!” ICE agents stop Alamosa family at gunpoint, smash car window - The Colorado Sun(opens in a new tab)",https://coloradosun.com/2025/10/01/ice-alamosa-arrest-gunpoint-infant/
09/24/2025,"Hyattsville, MD",Concerning Use of Force,Community outrage after ICE arrest in Maryland turns chaotic - CBS Baltimore(opens in a new tab),https://www.cbsnews.com/baltimore/news/prince-georges-county-ice-arrest-caught-on-camera-hyattsville/
09/24/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
09/23/2025,"Chicago, IL",Concerning Arrest/Detention,Bulgarian Chicago business owner Nenko Gantchev dies in ICE custody; family and congresswoman call for 'immediate investigation' - ABC7 Chicago(opens in a new tab),https://abc7chicago.com/post/bulgarian-chicago-business-owner-nenko-gantchev-dies-ice-custody-family-congresswoman-call-immediate-investigation/18301520/
09/22/2025,"Seaford, DE",Concerning Arrest/Detention,Meyer calls for release of disabled Seaford man from ICE detention - Spotlight Delaware,https://spotlightdelaware.org/2025/12/19/meyer-calls-for-immediate-release-of-disabled-delaware-resident-from-ice-detention/
09/22/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
09/21/2025,"Mount Prospect, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/21/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/19/2025,"Chicago, IL","Concerning Use of Force, U.S. Citizen",Evanston mayor among protesters hit with tear gas at ICE facility - Axios Chicago(opens in a new tab),https://www.axios.com/local/chicago/2025/09/19/daniel-biss-protesters-tear-gas-ice-broadview-agents
09/19/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/19/2025,"Chicago, IL","Concerning Use of Force, U.S. Citizen",Judge orders restrictions on federal tactics against ICE protesters after Chicago-area pastor shot with pepper balls - CNN(opens in a new tab),https://www.cnn.com/2025/10/10/us/illinois-judge-ruling-ice-protests-pastor-chicago-hnk
09/18/2025,"San Jose, CA","Enforcement Action at a Sensitive Location, Concerning Arrest/Detention","ACLU sues ICE in S.F. to stop courthouse arrests, 'inhumane' detention - Mission Local(opens in a new tab)",https://missionlocal.org/2025/09/sf-aclu-lawsuit-ice-sansome/
09/18/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
09/17/2025,"Elgin, IL","Concerning Arrest/Detention, Concerning Use of Force",New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/16/2025,"Des Plaines, IL","Concerning Use of Force, U.S. Citizen, Concerning Arrest/Detention","U.S. citizen tased and detained during ICE operation in Des Plaines, Illinois - CBS News(opens in a new tab)",https://www.cbsnews.com/chicago/news/u-s-citizen-tased-detained-during-ice-operation-des-plaines/
09/16/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
09/16/2025,"Elgin, IL","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen","2 apparent US citizens swept up by ICE in Elgin, Illinois; Melrose Park protest gets underway with Kristi Noem in Chicago area - ABC7 Chicago(opens in a new tab)",https://abc7chicago.com/post/ice-chicago-news-mexican-independence-day-fears-among-areas-immigrant-community-grow-reports-arrests/17826326/
09/16/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/15/2025,"San Antonio, TX",Concerning Arrest/Detention,"Children left short of clean water and sleep amid 'prolonged' detention by ICE, watchdog groups allege - The Guardian(opens in a new tab)",https://www.theguardian.com/us-news/2025/sep/28/ice-detention-texas-children
09/15/2025,"New York City, NY","Concerning Deportation, Concerning Arrest/Detention",How a Former Trump Golf Club Worker Was Mistakenly Deported to Mexico - The New York Times(opens in a new tab),https://www.nytimes.com/2025/10/30/nyregion/immigrant-wrongly-deported-mexico.html?unlocked_article_code=1.xU8.CJ8Q.SkfHewKy4uQr&smid=nytcore-ios-share&referringSource=articleShare
09/15/2025,", OK","Concerning Arrest/Detention, Concerning Deportation, Enforcement Action at a Sensitive Location",Single father of 6 US citizen children sought a special visa; ICE still deported him - Dallas Morning News(opens in a new tab),https://www.msn.com/en-us/news/us/single-father-of-6-us-citizen-children-sought-a-special-visa-ice-still-deported-him/ar-AA1SXeFU?ocid=BingNewsSerp
09/14/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/14/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/14/2025,"Lowell, MA",Concerning Arrest/Detention,"ICE arrests Afghan man with brain cancer in Methuen. Now, he’s hundreds of miles from his doctors | WBUR News(opens in a new tab)",https://www.wbur.org/news/2025/10/16/afghan-man-cancer-detention-bond-ice
09/14/2025,"Cicero, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/13/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/13/2025,"Long Beach, CA",Concerning Arrest/Detention,"7 workers taken from Long Beach carwash during weekend immigration raid, manager says - Long Beach Post News(opens in a new tab)",https://lbpost.com/news/immigration/7-workers-taken-from-long-beach-carwash-during-weekend-immigration-raid-manager-says
09/12/2025,"Cicero, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/12/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/12/2025,"Chicago, IL","Concerning Use of Force, Enforcement Action at a Sensitive Location",Videos of fatal ICE shooting in Chicago raise questions about DHS account - The Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/28/ice-officers-chicago-shooting-dhs-video/
09/12/2025,"Chicago, IL","Concerning Use of Force, U.S. Citizen",Local Police Chief Tears Into ICE for Exposing His Offices to Tear Gas - Newsweek(opens in a new tab),https://www.newsweek.com/illinois-police-chief-ice-investigations-broadview-tear-gas-10807304
09/12/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/11/2025,"Portland, OR","Concerning Use of Force, Concerning Arrest/Detention","ICE in Oregon: Pointing rifles at family, stopping teens at gunpoint, pinning man during arrest - The Oregonian(opens in a new tab)",https://www.oregonlive.com/politics/2025/10/ice-in-oregon-pointing-rifles-at-family-stopping-minors-at-gunpoint-laying-on-top-of-man-during-arrest.html
09/11/2025,"Portland, ME",Enforcement Action at a Sensitive Location,ICE arrest of a Portland parent near an elementary school sparks widespread fear - Maine Public(opens in a new tab),https://www.mainepublic.org/courts-and-crime/2025-09-12/arrest-of-a-portland-parent-near-an-elementary-school-by-unidentified-agents-sparks-widespread-fear
09/10/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
09/09/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/09/2025,"Los Angeles, CA","Concerning Use of Force, U.S. Citizen, Concerning Arrest/Detention",79-year-old US citizen injured in Los Angeles immigration raid files $50 million claim - AP(opens in a new tab),https://apnews.com/article/immigration-raids-los-angeles-ice-lawsuit-6c94ce6e7873581e9f3bebb6f5cbb0df
09/09/2025,"Van Nuys, CA","Concerning Use of Force, U.S. Citizen, Concerning Arrest/Detention",Woman detained by federal agents during California immigration raid faints - KTLA 5(opens in a new tab),https://ktla.com/news/local-news/woman-detained-by-federal-agents-during-california-immigration-raid-faints/
09/09/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
09/09/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
09/08/2025,"Washington, DC","Concerning Arrest/Detention, Concerning Use of Force",Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
09/07/2025,"Chicago, IL","U.S. Citizen, Concerning Arrest/Detention, Concerning Use of Force",New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/07/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
09/04/2025,"Cato, NY","Concerning Arrest/Detention, Concerning Deportation",She Was Deported in Error. Her Child Was Left Behind - The New York Times(opens in a new tab),https://www.nytimes.com/2025/11/14/us/trump-deportations-families.html
09/04/2025,"Ellabell, GA",Concerning Arrest/Detention,Some South Korean Workers Return to Georgia Factory After U.S. Reissues Visas - The New York Times(opens in a new tab),https://www.nytimes.com/2025/11/13/us/politics/south-korea-workers-factory-return-georgia.html
09/02/2025,"Naperville, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
09/01/2025,"Washington, DC","Concerning Arrest/Detention, U.S. Citizen",ICE raids take toll on child-care workers in California and nationwide - Los Angeles Times(opens in a new tab),https://www.latimes.com/world-nation/story/2025-12-16/ice-raids-take-toll-on-child-care-workers-in-california-nationwide
08/31/2025,"Harlingen, TX",Concerning Deportation,A judge blocks the deportation of Guatemalan children already waiting on the tarmac to be sent back - AP News(opens in a new tab),https://apnews.com/article/immigration-unaccompanied-children-trump-deportations-guatemala-3790909d69f19fd8cd8edffb6b3215c3
08/31/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/28/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/28/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/28/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/27/2025,"Bellingham, WA",Concerning Arrest/Detention,Lawmakers push for answers days after Border Patrol detains crew workers helping firefighters in Washington Blaze - CNN(opens in a new tab),https://www.cnn.com/2025/08/31/us/washington-fire-detain-worker-border-patrol
08/27/2025,"Carson, CA",Concerning Arrest/Detention,Judge Orders ICE To 'Release' Injured Man Held In Hospital For 37 Days Without Charges - L.A. Taco(opens in a new tab),https://lataco.com/bayron-rovidio-marin-ice
08/26/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/25/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/25/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/24/2025,"San Diego, CA",Concerning Arrest/Detention,ICE arrested a surfer after he accidentally ended up on a Camp Pendleton beach - KPBS(opens in a new tab),https://www.kpbs.org/news/border-immigration/2025/12/29/ice-arrested-a-surfer-after-he-accidentally-ended-up-on-a-camp-pendleton-beach
08/22/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/21/2025,"Simi Valley, CA","Concerning Arrest/Detention, U.S. Citizen",US citizen says he was racially profiled as federal agents detained him outside his job - FOX 11 Los Angeles(opens in a new tab),https://www.foxla.com/news/us-citizen-detained-by-ice-simi-valley-rodrigo-almendarez
08/21/2025,"Washington, DC","Concerning Use of Force, Concerning Arrest/Detention, Concerning Deportation",Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/21/2025,"Portland, OR","Enforcement Action at a Sensitive Location, Concerning Use of Force",Portland school relocates after unrest at ICE facility creates safety concerns - kgw.com(opens in a new tab),https://www.kgw.com/article/news/local/protests/cottonwood-school-relocates-consistent-protests-outside-ice-facility/283-ca0ae70c-05c5-41c0-b55b-4baed5063b2c
08/21/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/21/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/20/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/20/2025,"Encinitas, CA","Enforcement Action at a Sensitive Location, Concerning Arrest/Detention",ICE arrest outside Encinitas elementary school sparks public outcry - Times of San Diego(opens in a new tab),https://timesofsandiego.com/politics/2025/08/20/encinitas-elementary-school-ice-arrest/
08/20/2025,"Washington, DC","Concerning Use of Force, U.S. Citizen, Concerning Arrest/Detention",Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/20/2025,"Walton County, FL",Concerning Arrest/Detention,Ocegueda Gonzalez v. NOEM et al(opens in a new tab),https://habeasdockets.org/media/documents/71892904/001_051029100817-2fc80eab1fb2.pdf
08/19/2025,"Garden Grove, CA","Enforcement Action at a Sensitive Location, Concerning Arrest/Detention",Father briefly detained by ICE after dropping off child at Garden Grove school - Orange County Register(opens in a new tab),https://www.ocregister.com/2025/08/20/father-briefly-detained-by-ice-after-dropping-off-child-at-garden-grove-school/
08/18/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/17/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
