city,state,date,type,description,source,severity
Queens,NY,Unknown,POLICE_VIOLENCE,Woman who group says had apartment raided by ICE speaks out - NY1(opens in a new tab),https://ny1.com/nyc/all-boroughs/news/2025/11/20/woman-who-immigration-group-says-had-apartment-raided-by-ice-speaks-out,7
Cypress Park,CA,Unknown,POLICE_VIOLENCE,Toddler among 6 taken by immigration agents in Cypress Park(opens in a new tab),https://boyleheightsbeat.com/immigration-agents-descend-cypress-park-home-depot/,7
Allston,MA,Unknown,ICE_OPERATION,Allston Car Wash employees still in federal custody after ICE raid - Boston.com(opens in a new tab),https://www.boston.com/news/local-news/2025/11/09/allston-car-wash-employees-still-in-federal-custody-after-ice-raid/,5
Vancouver,WA,Unknown,POLICE_VIOLENCE,Senator Murray condemns 'horrific' ICE Dog attack on Vancouver father - Lynnwood Times(opens in a new tab),https://lynnwoodtimes.com/2025/12/07/toledo-martinez/,7
Redmond,WA,Unknown,ICE_OPERATION,Indigenous actor Elaine Miles says ICE called her tribal ID 'fake' - The Seattle Times(opens in a new tab),https://www.seattletimes.com/seattle-news/indigenous-actress-elaine-miles-says-ice-called-her-tribal-id-fake/,5
,TX,Unknown,ICE_OPERATION,Trump administration 'inadvertently' deported transgender woman to Mexico despite judge's concern she may face torture there - CNN(opens in a new tab),https://www.cnn.com/2025/11/19/us/uriostegui-rios-deportation-government-lawsuit-hnk,5
Los Angeles,CA,Unknown,ICE_OPERATION,39-year-old man taken into ICE custody during green card interview in LA - ABC 7(opens in a new tab),https://abc7.com/post/39-year-old-man-us-he-was-3-months-taken-ice-during-green-card-interview/18241264/,5
Redmond,WA,Unknown,POLICE_VIOLENCE,ICE arrests multiple people in Redmond - King5 NBC News(opens in a new tab),https://www.king5.com/article/news/community/facing-race/washington-immigration/ice-arrests-multiple-people-redmond/281-ff97f1cb-2ee0-42da-972a-65fd8df1a8d2,7
Charlotte,NC,Unknown,ICE_OPERATION,Church members flee as federal agents arrive at east Charlotte place of worship | The Charlotte Observer(opens in a new tab),https://www.charlotteobserver.com/news/politics-government/article312932422.html,7
Bellingham,WA,Unknown,ICE_OPERATION,"ICE arrests two men near courthouses in Bellingham, apparently violating state law - Cascadia Daily News(opens in a new tab)",https://www.cascadiadaily.com/2025/nov/26/ice-arrests-two-men-near-courthouses-in-bellingham-apparently-violating-state-law/,7
Melrose Park,IL,Unknown,POLICE_VIOLENCE,Suburban man hospitalized after allegedly being struck during ICE arrest - Chicago Sun-Times(opens in a new tab),https://chicago.suntimes.com/immigration/2025/11/02/suburban-man-arrest-ice-hospitalized,8
,MD,Unknown,ICE_OPERATION,Woman deported from Maryland shown on video dragged in Ghana – NBC4 Washington(opens in a new tab),https://www.nbcwashington.com/investigations/woman-deported-from-maryland-shown-on-video-being-dragged-in-ghana/4018734/,5
Albany Park,IL,Unknown,POLICE_VIOLENCE,"On Halloween, 'state-sponsored terror' in Chicago and the North Suburbs - The Chicago Tribune(opens in a new tab)",https://www.chicagotribune.com/2025/10/31/chicag-halloween-immigration-raids-evanston/,8
Evanston Park,IL,Unknown,POLICE_VIOLENCE,Federal agents arrest 3 US citizens after crash during immigration operation in Evanston - ABC News Chicago(opens in a new tab),https://abc7chicago.com/post/ice-evanston-today-news-cook-county-officials-speak-federal-immigration-agents-reportedly-area-halloween/18095995/,8
Ontario,CA,Unknown,POLICE_VIOLENCE,"California Man Shot by ICE Was Not Trying to Run Over Agent, Lawyers Say - The New York Times(opens in a new tab)",https://www.nytimes.com/2025/11/03/us/ontario-ice-agent-shooting.html,8
Aurora,IL,Unknown,POLICE_VIOLENCE,Shocking moment ICE 'fires' at US citizen begging: 'I’ve got kids in my car' - The Mirror U.S.(opens in a new tab),https://www.msn.com/en-us/news/us/shocking-moment-ice-fires-at-us-citizen-begging-i-ve-got-kids-in-my-car/ar-AA1PwmWE?ocid=BingNewsVerp,8
Charlotte,NC,Unknown,POLICE_VIOLENCE,"Border Patrol Fans Out Across Charlotte, N.C., Arresting More Than 130 People in Two Days | The New York Times(opens in a new tab)",https://www.nytimes.com/2025/11/16/us/border-patrol-arrests-charlotte-nc.html,7
Woodbridge,NJ,Unknown,ICE_OPERATION,"High school grad working to pay for college swept up in ICE raid. ‘He was scared,’ mom said. - nj.com(opens in a new tab)",https://www.msn.com/en-us/news/us/high-school-grad-working-to-pay-for-college-swept-up-in-ice-raid-he-was-scared-mom-said/ar-AA1QaA0l?ocid=BingNewsSerp,5
Charlotte,NC,Unknown,POLICE_VIOLENCE,U.S. Border Patrol Launches Operation in Charlotte | The New York Times(opens in a new tab),https://www.nytimes.com/2025/11/15/us/us-border-patrol-charlotte-nc-immigration.html,8
Charlotte,NC,Unknown,POLICE_VIOLENCE,"Video shows ICE agents planned to ""smash"" into Charlotte man | Charlotte Observer(opens in a new tab)",https://www.charlotteobserver.com/news/local/article313029461.html,8
Northfield,MN,Unknown,POLICE_VIOLENCE,Son films as father is detained by masked ICE agents in Northfield - CBS News(opens in a new tab),https://www.cbsnews.com/minnesota/news/video-of-ice-detaining-a-northfield-minnesota-man/,7
Phoenix,AZ,2026-01-26,POLICE_VIOLENCE,Video: ICE drive-by pepper-sprays protesters while leaving Zipps raid - Phoenix New Times,https://www.phoenixnewtimes.com/news/video-phoenix-protesters-pepper-sprayed-after-ice-zipps-raid-40640147/,7
San Antonio,TX,2026-01-25,POLICE_VIOLENCE,We have rights': San Antonio couple speaks out after ICE arrest leaves family traumatized - Fox San Antonio,https://foxsanantonio.com/newsletter-daily/we-have-rights-us-resident-detained-in-ice-traffic-stop?teaserSource=trending,8
Minneapolis,MN,2026-01-24,POLICE_VIOLENCE,"Man shot and killed by federal agents in Minneapolis this morning, police chief says - The Minnesota Star Tribune",https://www.startribune.com/ice-raids-minnesota/601546426,8
Cincinnati,OH,2026-01-23,ICE_OPERATION,"ICE jails one-time Venezuelan mayor, living in Cincinnati since 2022 - The Columbus Dispatch",https://www.dispatch.com/story/news/politics/2026/01/26/ice-detains-former-venezuelan-mayor-in-butler-county/88353263007/,5
Tucson,AZ,2026-01-23,ICE_OPERATION,ICE ratchets up enforcement in Tucson - Arizona Daily Star,https://tucson.com/news/local/border/article_7ca5ee34-53c0-4e2f-8ee2-f641322715b8.html,7
Orlando,FL,2026-01-23,POLICE_VIOLENCE,Manhandled': Protester arrested outside Orlando ICE facility after 'touching vehicle' - CBS12,https://cbs12.com/news/local/manhandled-protester-arrested-outside-orlando-ice-facility-for-touching-vehicle-wesh-ice-immigration-florida-florida-highway-patrol-january-24-2026,7
Portland,OR,2026-01-23,ICE_OPERATION,"Asylum seeker detained by ICE on Friday had no criminal history in Maine, attorney says - Portland Press Herald",https://www.pressherald.com/2026/01/26/asylum-seeker-detained-by-ice-on-friday-had-no-criminal-history-in-maine-attorney-says/,5
Portland,ME,2026-01-22,POLICE_VIOLENCE,"Masked agents detain civil engineer in Portland, leave his car running in the street with a smashed window - Portland Press Herald",https://www.pressherald.com/2026/01/23/masked-agents-detain-civil-engineer-in-portland-leave-his-car-running-in-the-street-with-a-smashed-window/,7
Minneapolis,MN,2026-01-22,POLICE_VIOLENCE,ICE flew 2-year-old to Texas despite court order to release her from custody - KSTP,https://kstp.com/kstp-news/top-news/ice-flew-2-year-old-to-texas-despite-court-order-to-release-her-from-custody/,7
Phoenix,AZ,2026-01-22,POLICE_VIOLENCE,US citizen detained by ICE amid multiple brawls at Phoenix protest - USA Today,https://www.usatoday.com/story/news/politics/immigration/2026/01/24/emily-despain-detained-ice-phoenix-protest/88324706007/,8
Portland,OR,2026-01-21,ICE_OPERATION,Cumberland County sheriff: ICE arrest of corrections officer was ‘bush league’ - Portland Press Herald,https://www.pressherald.com/2026/01/22/cumberland-county-corrections-officers-ice-arrest-prompts-criticism-from-sheriff/,5
Scarborough,ME,2026-01-21,ICE_OPERATION,Judge asks why Maine immigrant was detained at routine check-in - The Maine Monitor,https://themainemonitor.org/judge-orders-explanation-ice-detention-maine-immigrant/,5
Minneapolis,MN,2026-01-21,POLICE_VIOLENCE,Federal agents detain two teenagers in Minneapolis - MPR News,https://www.mprnews.org/story/2026/01/21/customs-and-border-protection-officers-detain-two-teenagers-in-minneapolis,8
Portland,ME,2026-01-21,ICE_OPERATION,Mother of 4 detained in Portland as immigration enforcement ramps up in Maine - News Center Maine,https://www.newscentermaine.com/article/news/local/maine-immigration/mother-of-4-detained-portland-immigration-enforcement-ice-maine/97-62423a40-6e72-46dd-80ab-14b699d97ab9,7
Portland,ME,2026-01-20,ICE_OPERATION,ICE Detains Husband With Processing Green-Card Petition—US Citizen Wife - Newsweek,https://www.newsweek.com/ice-detains-husband-with-processing-green-card-petition-us-citizen-wife-11410467,6
Minneapolis,MN,2026-01-20,POLICE_VIOLENCE,Local cops among those targeted by immigration agents in Minnesota - USA Today,https://www.usatoday.com/story/news/nation/2026/01/20/immigration-agents-minnesota-police-officer/88268058007/,8
Westbrook,ME,2026-01-20,ICE_OPERATION,ICE detains 18-year-old USM student in Westbrook - Portland Press Herald,https://www.pressherald.com/2026/01/21/ice-detains-18-year-old-usm-student-in-westbrook/,5
Columbia Heights,MN,2026-01-20,ICE_OPERATION,"ICE takes 5-year-old boy and his father after using boy to get father to answer front door, school district says - CBS News",https://www.cbsnews.com/minnesota/news/minnesota-school-children-ice-arrests-columbia-heights/,5
Long Beach,CA,2026-01-20,POLICE_VIOLENCE,Immigration agents chase down gardeners working on lawns in East Long Beach - Long Beach Post,https://lbpost.com/news/immigration/ice-immigration-agents-east-long-beach-gardners-border-patrol,8
Columbia Heights,MN,2026-01-20,ICE_OPERATION,"ICE Detains Four Children From Minnesota School District, School Officials Say - U.S. News",https://www.usnews.com/news/world/articles/2026-01-22/ice-detains-four-children-from-minnesota-school-district-school-officials-say,8
Minneapolis,MN,2026-01-20,POLICE_VIOLENCE,Greg Bovino seen throwing gas at protestors in Minneapolis - NBC News,https://www.nbcnews.com/video/greg-bovino-seen-throwing-gas-at-protestors-in-minneapolis-256362565524,7
St. Paul,MN,2026-01-19,POLICE_VIOLENCE,Video shows ICE agent entering Twin Cities restaurant with gun drawn - USA Today,https://www.usatoday.com/story/news/nation/2026/01/21/federal-agent-enters-restaurant-gun-drawn-st-paul/88290242007/,7
St Paul,MN,2026-01-18,POLICE_VIOLENCE,US citizen says ICE detained him in underwear in frigid cold with no warrant | AP News,https://apnews.com/article/minnesota-immigration-us-citizen-detained-hmong-d009590a491c0c8243ef21ef24db7182,8
Portland,OR,2026-01-16,ICE_OPERATION,Gresham family detained by immigration officers while seeking medical care for their 7-year-old - OPB,https://www.opb.org/article/2026/01/23/gresham-family-seeking-medical-care-child-detained-immigration-officers/,8
Los Angeles,CA,2026-01-16,ICE_OPERATION,"ICE 'wrongfully detained' L.A. County D.A.'s office employee, Hochman says - Los Angeles Times",https://www.latimes.com/california/story/2026-01-17/ice-wrongfully-detained-la-county-d-a-s-office-employee-hochman-says,5
Kyle,TX,2026-01-15,POLICE_VIOLENCE,"ICE detains, injures one person in Kyle, Texas - KUT News",https://www.kut.org/austin/2026-01-16/kyle-buda-tx-ice-activity-detains-injures-shopper,7
Mounds View,MN,2026-01-15,ICE_OPERATION,ICE agents detain Mounds View couple en route to ER - Sahan Journal,https://sahanjournal.com/health/ice-detains-mounds-view-couple/,7
Minneapolis,MN,2026-01-15,POLICE_VIOLENCE,Couple Says ICE Agents Gassed Them as They Drove With 6 Children - The New York Times,https://www.nytimes.com/2026/01/15/us/minneapolis-couple-ice-tear-gas-6-children.html,9
Minneapolis,MN,2026-01-15,POLICE_VIOLENCE,‘The World Needs To See It’: The Moment A Photographer Saved A Camera From ICE - HuffPo,https://www.huffpost.com/entry/john-abernathy-photos-ice-minnesota_n_696c2c6ce4b043a364235a53,7
St. Paul,MN,2026-01-14,POLICE_VIOLENCE,"St. Paul woman, a U.S. citizen, recounts her two days in ICE detention – Twin Cities",https://www.twincities.com/2026/01/18/st-paul-woman-a-u-s-citizen-recounts-her-two-days-in-detention/,8
Robbinsdale,MN,2026-01-14,ICE_OPERATION,Northport Elementary parent reportedly arrested by ICE while waiting with child for the bus - KSTP.com 5 Eyewitness News,https://kstp.com/kstp-news/local-news/northport-elementary-parent-reportedly-arrested-by-ice-while-waiting-with-child-for-the-bus/,6
St. Paul,MN,2026-01-13,POLICE_VIOLENCE,They ‘Had Done Everything Right.’ ICE Detained Them Anyway. - NYT,https://www.nytimes.com/2026/01/26/us/politics/ice-minnesota-refugees.html,7
Minneapolis,MN,2026-01-13,POLICE_VIOLENCE,Army vet detained by ICE for 8 hours says he wasn't allowed to call an attorney - ABC News,https://abcnews.go.com/US/army-vet-detained-ice-8-hours-allowed-call/story?utm_sf_cserv_ref=28785486&id=129379081&cid=social_twitter_abcn&utm_sf_post_ref=658138659,8
Minneapolis,MN,2026-01-12,POLICE_VIOLENCE,"Twin Cities teaching assistant, a US citizen, arrested by federal agents outside school - Bring Me The News",https://bringmethenews.com/minnesota-news/twin-cities-teacher-a-us-citizen-arrested-by-federal-agents-outside-school,8
Peoria,AZ,2026-01-12,CONSTITUTIONAL_VIOLATION,Navajo man opens up about being detained by ICE - ABC15 Arizona,https://www.abc15.com/news/local-news/navajo-man-opens-up-about-being-detained-by-ice,6
Columbia Heights,MN,2026-01-12,POLICE_VIOLENCE,ICE is approaching people in Minneapolis demanding proof of citizenship - NBC News,https://www.nbcnews.com/news/us-news/ice-approaching-people-minneapolis-demanding-proof-citizenship-rcna254247,8
Minneapolis,MN,2026-01-12,POLICE_VIOLENCE,ICE rams car in south Minneapolis while profiling Latino driver - Sahan Journal,https://sahanjournal.com/public-safety/ice-rams-latino-man-car-south-minneapolis-immigration/,8
Minneapolis,MN,2026-01-12,POLICE_VIOLENCE,Anti-ICE protester dressed in giraffe costume is released from custody - Bring Me The News,https://bringmethenews.com/minnesota-news/anti-ice-protester-dressed-in-giraffe-costume-is-released-from-custody,8
Vancouver,WA,2026-01-12,ICE_OPERATION,ICE detains man outside Vancouver courthouse during trial break - Fox12 Oregon,https://www.kptv.com/2026/01/17/ice-detains-man-outside-vancouver-courthouse-during-trial-break/,7
Morristown,NJ,2026-01-11,ICE_OPERATION,Morristown teen detained by ICE is released on judge's order - Morristown Green,https://morristowngreen.com/2026/01/15/morristown-teen-detained-by-ice-is-released-on-judges-order/,5
Morristown,NJ,2026-01-11,ICE_OPERATION,"6-year-old girl left alone after ICE grabs N.J. dad picking up dinner outside his apartment. 'Where's papi?' - nj,com",https://www.nj.com/morris/2026/01/6-year-old-left-alone-after-ice-snatches-dad-picking-up-dinner-outside-his-door-wheres-papi-calavia-robertson.html,5
Minneapolis,MN,2026-01-10,ICE_OPERATION,Minnesota family worried as ICE detains man with rare disease - KSTP.com 5 Eyewitness News,https://kstp.com/kstp-news/top-news/minnesota-family-worried-as-ice-detains-man-with-rare-disease/,6
Minneapolis,MN,2026-01-10,ICE_OPERATION,ICE arrests more Minnesota refugees with quick transfer to Texas - Sahan Journal,https://sahanjournal.com/immigration/minnesota-refugees-immigration-operation-parris/,5
Santa Ana,CA,2026-01-09,POLICE_VIOLENCE,Second man says Homeland Security blinded him at anti-ICE rally - Los Angeles Times,https://www.latimes.com/california/story/2026-01-16/second-man-says-homeland-security-blinded-him-at-anti-ice-rally,7
Minneapolis,MN,2026-01-05,ICE_OPERATION,Hopkins family demands answers after ICE arrests father - MPR News,https://www.mprnews.org/story/2026/01/09/hopkins-ice-arrest-of-father-disrupts-family-of-four,6
San Jose,CA,2025-12-23,ICE_OPERATION,"Several arrests at San Jose ICE check-in office, RRN says - KRON4 News",https://www.kron4.com/news/bay-area/several-arrests-at-san-jose-ice-check-in-office-rrn-says/,5
San Jose,CA,2025-12-22,ICE_OPERATION,"Several arrests at San Jose ICE check-in office, RRN says - KRON4 News",https://www.kron4.com/news/bay-area/several-arrests-at-san-jose-ice-check-in-office-rrn-says/,5
Chantilly,VA,2025-12-10,ICE_OPERATION,"ICE Detains Man Applying for Green Card at Routine Check-In, Husband Says - Newsweek",https://www.newsweek.com/ice-detains-green-card-applying-11361268,5
Austin,TX,2025-12-05,ICE_OPERATION,"Army reservist says his wife, a Venezuelan, has been held in detention for weeks - NBC News",https://www.nbcnews.com/news/us-news/army-reservist-wife-venezuelan-asylum-detained-weeks-rcna254462,5
Seaford,DE,2025-09-22,ICE_OPERATION,Meyer calls for release of disabled Seaford man from ICE detention - Spotlight Delaware,https://spotlightdelaware.org/2025/12/19/meyer-calls-for-immediate-release-of-disabled-delaware-resident-from-ice-detention/,5
Oakland,CA,2025-08-12,ICE_OPERATION,"Man with physical, developmental disabilities in WA ICE detention - The Seattle Times",https://www.seattletimes.com/seattle-news/law-justice/man-with-physical-developmental-disabilities-in-wa-ice-detention/,5
Huntington Park,CA,2025-06-12,CONSTITUTIONAL_VIOLATION,DHS Secretary Kristi Noem attends ICE raid at Los Angeles County home - KTLA 5,https://ktla.com/news/local-news/dhs-secretary-kristi-noem-attends-ice-raid-at-home-of-pregnant-l-a-county-mother/,8
Houston,TX,2025-06-10,ICE_OPERATION,"Trump's ICE Arrested a Whistleblower Who Exposed Sexual Assault in Detention. Now, He’s Left the Country. - Texas Observer",https://www.texasobserver.org/trump-ice-arrested-whistleblower-sexual-assault-detention/,7
